NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, flp02
Attached Instruments:, Radiosonde
Station Name:, FabricaForno
Station Latitude:, -16.48428
Station Longitude:, -68.14620
Station Altitude:, 3736.00 [m]
Station Pressure:, 645.43 [mb]
Station Temperature:, 2.500 [deg C]
Station Humidity:, 29.590 [% RH]
Radiosonde Serial Number / ID:, 44591
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 07:09:48, 405, 25788.405, 7.64021, 3.7355, 651.09, 2.67, 2.67, 28.36, -12.40, 22.63, 5.1, 311.835, 22.70, 2.67, -0.01, 3235.81, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.15, 316.20, -0.10, 0.00, 0.00, 0.00, 11:10:33, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:49, 425, 25789.425, 7.65721, 3.7353, 651.11, 2.70, 2.70, 28.53, -12.31, 22.63, 5.1, 311.866, 22.70, 2.70, -0.02, 3262.14, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.15, 316.20, -0.14, 0.00, 0.00, 0.00, 11:10:34, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:50, 385, 25790.385, 7.67321, 3.7350, 651.13, 2.71, 2.71, 28.33, -12.38, 22.63, 5.1, 311.874, 22.71, 2.71, -0.03, 3241.41, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.17, 322.51, -0.10, 0.00, 0.00, 0.00, 11:10:35, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:51, 385, 25791.385, 7.68988, 3.7350, 651.13, 2.75, 2.75, 28.28, -12.37, 22.63, 5.1, 311.920, 22.71, 2.75, -0.03, 3244.90, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.15, 316.20, -0.10, 0.00, 0.00, 0.00, 11:10:36, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:52, 395, 25792.395, 7.70671, 3.7353, 651.11, 2.73, 2.73, 28.10, -12.46, 22.63, 5.1, 311.900, 22.71, 2.73, -0.02, 3219.69, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.15, 316.20, -0.10, 0.00, 0.00, 0.00, 11:10:37, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:53, 425, 25793.425, 7.72388, 3.7354, 651.10, 2.74, 2.74, 28.01, -12.48, 22.63, 5.1, 311.912, 22.71, 2.74, -0.01, 3211.68, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.13, 308.03, -0.10, 0.00, 0.00, 0.00, 11:10:38, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:54, 355, 25794.355, 7.73938, 3.7356, 651.08, 2.71, 2.71, 28.03, -12.50, 22.64, 5.1, 311.881, 22.71, 2.71, -0.01, 3207.22, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.11, 297.54, -0.10, 0.00, 0.00, 0.00, 11:10:39, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:55, 365, 25795.365, 7.75621, 3.7359, 651.06, 2.71, 2.71, 28.19, -12.44, 22.64, 5.1, 311.884, 22.71, 2.71, 0.00, 3225.68, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.00, 297.54, -0.10, 0.00, 0.00, 0.00, 11:10:40, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:56, 395, 25796.395, 7.77338, 3.7356, 651.08, 2.75, 2.75, 28.14, -12.42, 22.64, 5.1, 311.927, 22.72, 2.75, -0.01, 3229.04, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.03, 297.54, -0.03, 0.00, 0.00, 0.00, 11:10:41, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:57, 395, 25797.395, 7.79004, 3.7356, 651.08, 2.70, 2.70, 28.39, -12.37, 22.64, 5.1, 311.870, 22.72, 2.70, 0.00, 3246.23, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.03, 297.54, -0.03, 0.00, 0.00, 0.00, 11:10:42, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:58, 385, 25798.385, 7.80654, 3.7356, 651.08, 2.70, 2.70, 28.28, -12.41, 22.65, 5.1, 311.870, 22.72, 2.70, 0.00, 3233.61, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.00, 297.54, -0.03, 0.00, 0.00, 0.00, 11:10:43, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:09:59, 385, 25799.385, 7.82321, 3.7355, 651.09, 2.74, 2.74, 28.46, -12.31, 22.64, 5.1, 311.914, 22.73, 2.74, 0.00, 3263.50, 0.000, -16.48429, -68.14619, 3.7400, 9, 645.11, 0.00, 297.54, 0.00, 0.00, 0.00, 0.00, 11:10:44, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:00, 385, 25800.385, 7.83988, 3.7355, 651.09, 2.77, 2.77, 28.37, -12.32, 22.64, 5.1, 311.948, 22.73, 2.77, -0.01, 3260.11, 0.000, -16.48429, -68.14619, 3.7400, 9, 645.11, 0.03, 297.54, 0.00, 0.00, 0.00, 0.00, 11:10:45, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:01, 425, 25801.425, 7.85721, 3.7351, 651.12, 2.86, 2.86, 28.36, -12.25, 22.64, 5.1, 312.045, 22.74, 2.86, -0.02, 3279.76, 0.000, -16.48429, -68.14619, 3.7400, 9, 645.11, 0.03, 297.54, 0.03, 0.00, 0.00, 0.00, 11:10:46, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:02, 405, 25802.405, 7.87354, 3.7351, 651.12, 2.85, 2.85, 28.13, -12.35, 22.65, 5.1, 312.034, 22.75, 2.85, -0.02, 3250.76, 0.000, -16.48429, -68.14619, 3.7400, 9, 645.11, 0.03, 297.54, 0.03, 0.00, 0.00, 0.00, 11:10:47, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:03, 405, 25803.405, 7.89021, 3.7353, 651.11, 2.80, 2.80, 28.00, -12.44, 22.65, 5.1, 311.979, 22.75, 2.80, -0.02, 3224.24, 0.000, -16.48429, -68.14619, 3.7410, 9, 645.03, 0.00, 297.54, 0.07, 0.00, 0.00, 0.00, 11:10:48, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:04, 405, 25804.405, 7.90688, 3.7350, 651.13, 2.78, 2.78, 28.14, -12.40, 22.65, 5.1, 311.954, 22.76, 2.78, -0.02, 3235.70, 0.000, -16.48429, -68.14619, 3.7410, 9, 645.03, 0.03, 297.54, 0.10, 0.00, 0.00, 0.00, 11:10:49, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:05, 385, 25805.385, 7.92321, 3.7350, 651.13, 2.71, 2.71, 28.11, -12.47, 22.64, 5.1, 311.874, 22.76, 2.71, -0.02, 3216.15, 0.000, -16.48429, -68.14619, 3.7410, 9, 645.03, 0.00, 297.54, 0.10, 0.00, 0.00, 0.00, 11:10:50, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:06, 385, 25806.385, 7.93988, 3.7349, 651.14, 2.69, 2.69, 28.26, -12.42, 22.65, 5.1, 311.850, 22.76, 2.69, -0.01, 3228.71, 0.000, -16.48429, -68.14619, 3.7400, 9, 645.11, 0.00, 297.54, 0.07, 0.00, 0.00, 0.00, 11:10:51, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:07, 425, 25807.425, 7.95721, 3.7349, 651.14, 2.70, 2.70, 28.37, -12.37, 22.66, 5.1, 311.862, 22.76, 2.70, -0.01, 3243.63, 0.000, -16.48429, -68.14619, 3.7400, 9, 645.11, 0.03, 297.54, 0.07, 0.00, 0.00, 0.00, 11:10:52, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:08, 415, 25808.415, 7.97371, 3.7346, 651.16, 2.74, 2.74, 28.58, -12.26, 22.66, 5.1, 311.904, 22.77, 2.74, -0.02, 3276.95, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.11, 62.46, 0.03, 0.00, 0.00, 0.00, 11:10:53, 149.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:09, 405, 25809.405, 7.99021, 3.7350, 651.13, 2.73, 2.73, 28.86, -12.16, 22.65, 5.1, 311.897, 22.77, 2.73, 0.00, 3306.96, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.13, 51.97, 0.07, 0.00, 0.00, 0.00, 11:10:54, 154.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:10, 425, 25810.425, 8.00721, 3.7350, 651.13, 2.88, 2.88, 29.00, -11.99, 22.65, 5.1, 312.067, 22.77, 2.88, 0.00, 3358.75, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.08, 51.97, 0.07, 0.00, 0.00, 0.00, 11:10:55, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:11, 365, 25811.365, 8.02288, 3.7354, 651.10, 3.00, 3.00, 29.16, -11.83, 22.67, 5.1, 312.206, 22.78, 3.00, 0.00, 3406.46, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.08, 51.97, 0.07, 0.00, 0.00, 0.00, 11:10:56, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:12, 335, 25812.335, 8.03904, 3.7356, 651.08, 3.02, 3.02, 28.49, -12.07, 22.67, 5.1, 312.232, 22.78, 3.02, 0.01, 3332.77, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.08, 51.97, 0.07, 0.00, 0.00, 0.00, 11:10:57, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:13, 395, 25813.395, 8.05671, 3.7351, 651.12, 3.05, 3.05, 28.17, -12.18, 22.67, 5.1, 312.260, 22.78, 3.05, 0.00, 3302.05, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.05, 51.97, 0.07, 0.00, 0.00, 0.00, 11:10:58, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:14, 365, 25814.365, 8.07288, 3.7354, 651.10, 2.94, 2.94, 28.29, -12.22, 22.67, 5.1, 312.139, 22.78, 2.94, 0.00, 3290.42, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.05, 51.97, 0.07, 0.00, 0.00, 0.00, 11:10:59, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:15, 375, 25815.375, 8.08971, 3.7344, 651.18, 2.90, 2.90, 28.69, -12.09, 22.67, 5.1, 312.082, 22.79, 2.90, -0.04, 3327.20, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.03, 51.97, 0.03, 0.00, 0.00, 0.00, 11:11:00, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:16, 425, 25816.425, 8.10721, 3.7350, 651.13, 2.86, 2.86, 29.05, -11.98, 22.67, 5.1, 312.044, 22.79, 2.86, -0.02, 3359.77, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.10, 284.61, 0.03, 0.00, 0.00, 0.00, 11:11:01, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:17, 415, 25817.415, 8.12371, 3.7351, 651.12, 2.91, 2.91, 29.31, -11.84, 22.67, 5.1, 312.102, 22.79, 2.91, -0.01, 3402.09, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.10, 270.00, 0.03, 0.00, 0.00, 0.00, 11:11:02, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:18, 405, 25818.405, 8.14021, 3.7346, 651.16, 2.94, 2.94, 29.38, -11.79, 22.66, 5.1, 312.130, 22.79, 2.94, -0.02, 3417.32, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.03, 270.00, 0.00, 0.00, 0.00, 0.00, 11:11:03, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:19, 395, 25819.395, 8.15671, 3.7349, 651.14, 2.94, 2.94, 29.16, -11.88, 22.69, 5.1, 312.133, 22.79, 2.94, 0.00, 3391.75, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.03, 270.00, 0.03, 0.00, 0.00, 0.00, 11:11:04, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:20, 395, 25820.395, 8.17338, 3.7355, 651.09, 2.91, 2.91, 29.09, -11.93, 22.69, 5.1, 312.106, 22.80, 2.91, 0.02, 3376.62, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.00, 270.00, 0.03, 0.00, 0.00, 0.00, 11:11:05, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:21, 335, 25821.335, 8.18904, 3.7353, 651.11, 2.86, 2.86, 29.12, -11.96, 22.66, 5.1, 312.047, 22.80, 2.86, 0.00, 3368.00, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.03, 270.00, 0.03, 0.00, 0.00, 0.00, 11:11:06, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:22, 335, 25822.335, 8.20571, 3.7351, 651.12, 2.88, 2.88, 28.66, -12.12, 22.69, 5.1, 312.068, 22.80, 2.88, -0.01, 3319.29, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.05, 270.00, 0.03, 0.00, 0.00, 0.00, 11:11:07, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:23, 375, 25823.375, 8.22304, 3.7351, 651.12, 2.87, 2.87, 28.63, -12.14, 22.68, 5.1, 312.057, 22.80, 2.87, -0.02, 3313.45, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.05, 270.00, 0.03, 0.00, 0.00, 0.00, 11:11:08, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:24, 405, 25824.405, 8.24021, 3.7345, 651.17, 2.85, 2.85, 28.94, -12.03, 22.68, 5.1, 312.027, 22.81, 2.85, -0.05, 3344.42, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.03, 270.00, 0.03, 0.00, 0.00, 0.00, 11:11:09, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:25, 415, 25825.415, 8.25704, 3.7349, 651.14, 2.90, 2.90, 29.22, -11.89, 22.68, 5.1, 312.088, 22.81, 2.90, -0.03, 3389.09, 0.000, -16.48429, -68.14619, 3.7390, 9, 645.19, 0.05, 270.00, 0.00, 0.00, 0.00, 0.00, 11:11:10, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:26, 385, 25826.385, 8.27321, 3.7355, 651.09, 2.88, 2.88, 29.24, -11.90, 22.69, 5.1, 312.072, 22.82, 2.88, 0.00, 3386.85, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.03, 270.00, -0.03, 0.00, 0.00, 0.00, 11:11:11, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:27, 335, 25827.335, 8.28904, 3.7359, 651.06, 2.97, 2.97, 29.48, -11.73, 22.68, 5.1, 312.178, 22.82, 2.97, 0.01, 3436.84, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.05, 270.00, -0.03, 0.00, 0.00, 0.00, 11:11:12, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:28, 375, 25828.375, 8.30638, 3.7362, 651.03, 3.05, 3.05, 29.23, -11.76, 22.69, 5.1, 312.273, 22.82, 3.05, 0.03, 3427.20, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.08, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:13, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:29, 335, 25829.335, 8.32238, 3.7365, 651.01, 3.05, 3.05, 29.30, -11.74, 22.70, 5.1, 312.275, 22.83, 3.05, 0.03, 3435.54, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.05, 270.00, -0.10, 0.00, 0.00, 0.00, 11:11:14, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:30, 335, 25830.335, 8.33905, 3.7364, 651.02, 3.10, 3.10, 30.27, -11.34, 22.68, 5.1, 312.330, 22.83, 3.10, 0.04, 3562.27, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.03, 270.00, -0.10, 0.00, 0.00, 0.00, 11:11:15, 113.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:31, 345, 25831.345, 8.35588, 3.7361, 651.04, 3.05, 3.05, 30.33, -11.35, 22.69, 5.1, 312.271, 22.83, 3.05, 0.03, 3556.58, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.00, 270.00, -0.10, 0.00, 0.00, 0.00, 11:11:16, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:32, 385, 25832.385, 8.37321, 3.7364, 651.02, 3.03, 3.03, 30.05, -11.47, 22.69, 5.1, 312.251, 22.84, 3.03, 0.04, 3518.73, 0.000, -16.48429, -68.14619, 3.7360, 9, 645.43, 0.03, 270.00, -0.17, 0.00, 0.00, 0.00, 11:11:17, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:33, 335, 25833.335, 8.38905, 3.7365, 651.01, 2.98, 2.98, 29.22, -11.82, 22.70, 5.1, 312.196, 22.84, 2.98, 0.05, 3409.12, 0.000, -16.48429, -68.14619, 3.7360, 9, 645.43, 0.03, 270.00, -0.17, 0.00, 0.00, 0.00, 11:11:18, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:34, 385, 25834.385, 8.40655, 3.7369, 650.98, 3.02, 3.02, 28.56, -12.05, 22.70, 5.1, 312.245, 22.84, 3.02, 0.06, 3341.50, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.05, 270.00, -0.14, 0.00, 0.00, 0.00, 11:11:19, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:35, 355, 25835.355, 8.42271, 3.7366, 651.00, 3.09, 3.09, 28.59, -11.98, 22.69, 5.1, 312.322, 22.84, 3.09, 0.06, 3361.61, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.08, 270.00, -0.10, 0.00, 0.00, 0.00, 11:11:20, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:36, 375, 25836.375, 8.43971, 3.7369, 650.98, 3.08, 3.08, 28.83, -11.89, 22.69, 5.1, 312.313, 22.85, 3.08, 0.07, 3387.62, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.08, 270.00, -0.10, 0.00, 0.00, 0.00, 11:11:21, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:37, 435, 25837.435, 8.45738, 3.7367, 650.99, 3.04, 3.04, 28.96, -11.88, 22.70, 5.1, 312.267, 22.85, 3.04, 0.07, 3393.23, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.08, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:22, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:38, 375, 25838.375, 8.47305, 3.7370, 650.97, 2.97, 2.97, 28.91, -11.95, 22.71, 5.1, 312.190, 22.85, 2.97, 0.07, 3370.64, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.08, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:23, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:39, 385, 25839.385, 8.48988, 3.7374, 650.94, 2.89, 2.89, 28.88, -12.03, 22.71, 5.1, 312.104, 22.86, 2.89, 0.08, 3348.17, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.05, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:24, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:40, 385, 25840.385, 8.50655, 3.7372, 650.95, 2.82, 2.82, 28.60, -12.19, 22.70, 5.1, 312.023, 22.86, 2.82, 0.06, 3299.06, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.05, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:25, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:41, 375, 25841.375, 8.52305, 3.7372, 650.95, 2.77, 2.77, 28.56, -12.24, 22.72, 5.1, 311.967, 22.86, 2.77, 0.06, 3282.72, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.03, 270.00, -0.03, 0.00, 0.00, 0.00, 11:11:26, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:42, 365, 25842.365, 8.53955, 3.7371, 650.96, 2.75, 2.75, 28.82, -12.16, 22.71, 5.1, 311.943, 22.86, 2.75, 0.07, 3307.94, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.00, 270.00, -0.03, 0.00, 0.00, 0.00, 11:11:27, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:43, 385, 25843.385, 8.55655, 3.7369, 650.98, 2.65, 2.65, 28.86, -12.22, 22.72, 5.1, 311.827, 22.87, 2.65, 0.05, 3288.91, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.00, 270.00, -0.03, 0.00, 0.00, 0.00, 11:11:28, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:44, 375, 25844.375, 8.57305, 3.7369, 650.98, 2.64, 2.64, 29.05, -12.16, 22.71, 5.1, 311.816, 22.87, 2.64, 0.09, 3308.27, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.00, 270.00, -0.03, 0.00, 0.00, 0.00, 11:11:29, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:45, 365, 25845.365, 8.58955, 3.7369, 650.98, 2.59, 2.59, 29.27, -12.11, 22.71, 5.1, 311.759, 22.87, 2.59, 0.06, 3321.54, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.03, 270.00, -0.03, 0.00, 0.00, 0.00, 11:11:30, 135.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:46, 365, 25846.365, 8.60621, 3.7370, 650.97, 2.59, 2.59, 29.25, -12.12, 22.72, 5.1, 311.761, 22.87, 2.59, 0.06, 3319.31, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.03, 270.00, -0.03, 0.00, 0.00, 0.00, 11:11:31, 135.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:47, 375, 25847.375, 8.62305, 3.7370, 650.97, 2.55, 2.55, 28.97, -12.26, 22.72, 5.1, 311.715, 22.88, 2.55, 0.08, 3278.06, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.00, 270.00, 0.00, 0.00, 0.00, 0.00, 11:11:32, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:48, 375, 25848.375, 8.63971, 3.7369, 650.98, 2.56, 2.56, 28.78, -12.32, 22.72, 5.1, 311.725, 22.88, 2.56, 0.07, 3258.77, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.00, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:33, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:49, 365, 25849.365, 8.65621, 3.7371, 650.96, 2.67, 2.67, 29.45, -11.98, 22.73, 5.1, 311.852, 22.88, 2.67, 0.06, 3361.27, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.00, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:34, 131.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:50, 375, 25850.375, 8.67305, 3.7370, 650.97, 2.65, 2.65, 30.27, -11.69, 22.72, 5.1, 311.829, 22.88, 2.65, 0.06, 3450.20, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.03, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:35, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:51, 365, 25851.365, 8.68955, 3.7366, 651.00, 2.66, 2.66, 30.33, -11.66, 22.73, 5.1, 311.836, 22.89, 2.66, 0.05, 3459.37, 0.000, -16.48429, -68.14619, 3.7380, 9, 645.27, 0.03, 270.00, -0.03, 0.00, 0.00, 0.00, 11:11:36, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:52, 345, 25852.345, 8.70588, 3.7370, 650.97, 2.66, 2.66, 29.77, -11.87, 22.72, 5.1, 311.840, 22.89, 2.66, 0.06, 3395.44, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.03, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:37, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:53, 385, 25853.385, 8.72321, 3.7366, 651.00, 2.65, 2.65, 29.52, -11.97, 22.73, 5.1, 311.824, 22.89, 2.65, 0.07, 3364.27, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.05, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:38, 126.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:10:54, 385, 25854.385, 8.73988, 3.7366, 651.00, 2.62, 2.62, 29.55, -11.98, 22.73, 5.1, 311.790, 22.90, 2.62, 0.06, 3360.50, 0.000, -16.48429, -68.14619, 3.7370, 9, 645.35, 0.08, 270.00, -0.07, 0.00, 0.00, 0.00, 11:11:39, 119.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
