NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, es202
Attached Instruments:, Radiosonde
Station Name:, esc
Station Latitude:, -16.62305
Station Longitude:, -68.12965
Station Altitude:, 4025.00 [m]
Station Pressure:, 646.38 [mb]
Station Temperature:, 10.000 [deg C]
Station Humidity:, 35.320 [% RH]
Radiosonde Serial Number / ID:, 44579
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 18:59:26, 246, 68366.246, 1.55050, 4.2835, 608.09, 1.12, 1.31, 22.00, -16.38, 13.22, 5.4, 316.204, 13.56, 1.31, -0.01, 2404.06, 0.000, -16.39713, -68.10400, 4.2960, 8, 624.96, 0.13, 231.98, -0.03, 0.00, 0.00, 0.00, 10:59:53, 113.2, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:27, 216, 68367.216, 1.56667, 4.2836, 608.08, 1.26, 1.45, 21.69, -16.43, 13.23, 5.4, 316.367, 13.57, 1.45, 0.00, 2394.20, 0.000, -16.39714, -68.10400, 4.2960, 8, 624.96, 0.22, 248.65, -0.03, 0.00, 0.00, 0.00, 10:59:54, 113.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:28, 236, 68368.236, 1.58367, 4.2832, 608.11, 1.30, 1.49, 21.60, -16.44, 13.24, 5.4, 316.409, 13.57, 1.49, -0.02, 2391.00, 0.000, -16.39713, -68.10400, 4.2960, 8, 624.96, 0.21, 255.39, -0.07, 0.00, 0.00, 0.00, 10:59:55, 113.2, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:29, 216, 68369.216, 1.60000, 4.2835, 608.09, 1.31, 1.50, 21.63, -16.42, 13.23, 5.4, 316.423, 13.58, 1.50, -0.01, 2396.14, 0.000, -16.39714, -68.10400, 4.2970, 8, 624.88, 0.20, 270.00, 0.00, 0.00, 0.00, 0.00, 10:59:56, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:30, 256, 68370.256, 1.61734, 4.2840, 608.05, 1.20, 1.39, 21.55, -16.54, 13.24, 5.4, 316.302, 13.59, 1.39, 0.02, 2368.56, 0.000, -16.39713, -68.10400, 4.2970, 9, 624.88, 0.13, 231.98, 0.00, 0.00, 0.00, 0.00, 10:59:57, 113.2, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:31, 246, 68371.246, 1.63384, 4.2836, 608.08, 1.14, 1.33, 21.58, -16.57, 13.25, 5.4, 316.229, 13.59, 1.33, 0.00, 2361.50, 0.000, -16.39713, -68.10400, 4.2970, 9, 624.88, 0.13, 231.98, 0.00, 0.00, 0.00, 0.00, 10:59:58, 113.2, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:32, 216, 68372.216, 1.65000, 4.2836, 608.08, 1.06, 1.25, 21.70, -16.57, 13.26, 5.4, 316.137, 13.60, 1.25, 0.00, 2361.00, 0.000, -16.39714, -68.10400, 4.2970, 9, 624.88, 0.10, 255.39, 0.00, 0.00, 0.00, 0.00, 10:59:59, 113.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:33, 256, 68373.256, 1.66734, 4.2835, 608.09, 1.10, 1.29, 21.67, -16.56, 13.26, 5.4, 316.181, 13.61, 1.29, -0.01, 2364.51, 0.000, -16.39714, -68.10401, 4.2970, 9, 624.88, 0.11, 75.39, -0.03, 0.00, 0.00, 0.00, 11:00:00, 115.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:34, 226, 68374.226, 1.68350, 4.2838, 608.07, 1.13, 1.32, 21.64, -16.55, 13.27, 5.4, 316.219, 13.61, 1.32, -0.02, 2366.42, 0.000, -16.39713, -68.10400, 4.2970, 9, 624.88, 0.03, 75.39, 0.00, 0.00, 0.00, 0.00, 11:00:01, 112.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:35, 216, 68375.216, 1.70000, 4.2840, 608.05, 1.08, 1.27, 21.78, -16.52, 13.27, 5.4, 316.164, 13.62, 1.27, -0.01, 2373.27, 0.000, -16.39713, -68.10400, 4.2970, 9, 624.88, 0.08, 75.39, 0.03, 0.00, 0.00, 0.00, 11:00:02, 112.3, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:36, 266, 68376.266, 1.71750, 4.2843, 608.03, 1.14, 1.33, 21.72, -16.50, 13.28, 5.4, 316.236, 13.62, 1.33, 0.01, 2377.06, 0.000, -16.39713, -68.10400, 4.2970, 9, 624.88, 0.03, 75.39, 0.03, 0.00, 0.00, 0.00, 11:00:03, 112.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:37, 226, 68377.226, 1.73350, 4.2847, 608.00, 1.16, 1.35, 21.72, -16.49, 13.29, 5.4, 316.264, 13.63, 1.35, 0.04, 2380.61, 0.000, -16.39714, -68.10400, 4.2970, 9, 624.88, 0.03, 75.39, 0.03, 0.00, 0.00, 0.00, 11:00:04, 113.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:38, 256, 68378.256, 1.75067, 4.2843, 608.03, 1.16, 1.35, 21.77, -16.46, 13.29, 5.4, 316.259, 13.64, 1.35, 0.01, 2385.98, 0.000, -16.39714, -68.10400, 4.2970, 9, 624.88, 0.05, 75.39, 0.03, 0.00, 0.00, 0.00, 11:00:05, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:39, 216, 68379.216, 1.76667, 4.2845, 608.01, 1.10, 1.29, 21.74, -16.52, 13.31, 5.4, 316.193, 13.64, 1.29, 0.02, 2372.48, 0.000, -16.39714, -68.10400, 4.2960, 9, 624.96, 0.05, 75.39, 0.03, 0.00, 0.00, 0.00, 11:00:06, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:40, 246, 68380.246, 1.78384, 4.2847, 608.00, 1.04, 1.23, 21.97, -16.46, 13.31, 5.4, 316.125, 13.65, 1.23, 0.04, 2387.31, 0.000, -16.39714, -68.10400, 4.2960, 8, 624.96, 0.05, 75.39, 0.03, 0.00, 0.00, 0.00, 11:00:07, 114.6, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:41, 236, 68381.236, 1.80034, 4.2843, 608.03, 0.96, 1.15, 22.46, -16.28, 13.31, 5.4, 316.029, 13.65, 1.15, 0.01, 2426.51, 0.000, -16.39714, -68.10400, 4.2960, 8, 624.96, 0.10, 270.00, 0.03, 0.00, 0.00, 0.00, 11:00:08, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:42, 226, 68382.226, 1.81684, 4.2842, 608.04, 0.88, 1.07, 21.92, -16.61, 13.33, 5.4, 315.935, 13.66, 1.07, 0.00, 2354.34, 0.000, -16.39714, -68.10400, 4.2960, 8, 624.96, 0.13, 308.02, 0.03, 0.00, 0.00, 0.00, 11:00:09, 113.4, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:43, 216, 68383.216, 1.83334, 4.2844, 608.02, 0.77, 0.96, 21.65, -16.82, 13.33, 5.4, 315.811, 13.67, 0.96, 0.00, 2306.93, 0.000, -16.39713, -68.10400, 4.2970, 8, 624.88, 0.11, 284.61, 0.03, 0.00, 0.00, 0.00, 11:00:10, 112.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:44, 256, 68384.256, 1.85067, 4.2843, 608.03, 0.66, 0.85, 21.46, -17.00, 13.33, 5.4, 315.683, 13.67, 0.85, 0.00, 2268.46, 0.000, -16.39713, -68.10400, 4.2970, 8, 624.88, 0.10, 270.00, 0.03, 0.00, 0.00, 0.00, 11:00:11, 112.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:45, 226, 68385.226, 1.86684, 4.2843, 608.03, 0.62, 0.81, 21.54, -16.99, 13.34, 5.4, 315.637, 13.68, 0.81, 0.00, 2270.35, 0.000, -16.39713, -68.10400, 4.2970, 8, 624.88, 0.11, 242.47, 0.03, 0.00, 0.00, 0.00, 11:00:12, 112.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:46, 206, 68386.206, 1.88317, 4.2839, 608.06, 0.66, 0.85, 21.43, -17.02, 13.34, 5.4, 315.678, 13.69, 0.85, -0.02, 2265.17, 0.000, -16.39713, -68.10400, 4.2970, 8, 624.88, 0.11, 242.47, 0.03, 0.00, 0.00, 0.00, 11:00:13, 112.5, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:47, 226, 68387.226, 1.90017, 4.2839, 608.06, 0.65, 0.84, 21.35, -17.07, 13.35, 5.4, 315.667, 13.69, 0.84, -0.02, 2255.07, 0.000, -16.39713, -68.10400, 4.2970, 8, 624.88, 0.13, 231.98, 0.03, 0.00, 0.00, 0.00, 11:00:14, 112.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:48, 196, 68388.196, 1.91634, 4.2836, 608.08, 0.83, 1.02, 21.29, -16.96, 13.36, 5.4, 315.871, 13.70, 1.02, -0.03, 2278.12, 0.000, -16.39713, -68.10400, 4.2980, 8, 624.81, 0.19, 212.60, 0.07, 0.00, 0.00, 0.00, 11:00:15, 111.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:49, 206, 68389.206, 1.93317, 4.2831, 608.12, 0.92, 1.11, 21.23, -16.92, 13.36, 5.4, 315.969, 13.71, 1.11, -0.03, 2286.37, 0.000, -16.39713, -68.10400, 4.2970, 8, 624.88, 0.13, 180.00, 0.07, 0.00, 0.00, 0.00, 11:00:16, 111.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:50, 196, 68390.196, 1.94967, 4.2835, 608.09, 1.09, 1.28, 21.11, -16.85, 13.37, 5.4, 316.170, 13.71, 1.28, -0.02, 2301.61, 0.000, -16.39713, -68.10400, 4.2970, 9, 624.88, 0.17, 142.50, 0.07, 0.00, 0.00, 0.00, 11:00:17, 111.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:51, 256, 68391.256, 1.96734, 4.2842, 608.04, 1.08, 1.27, 21.01, -16.91, 13.37, 5.4, 316.166, 13.71, 1.27, 0.01, 2289.22, 0.000, -16.39713, -68.10400, 4.2970, 9, 624.88, 0.11, 117.53, 0.07, 0.00, 0.00, 0.00, 11:00:18, 111.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:52, 206, 68392.206, 1.98317, 4.2839, 608.06, 0.98, 1.17, 21.12, -16.93, 13.38, 5.4, 316.047, 13.72, 1.17, 0.01, 2284.60, 0.000, -16.39713, -68.10400, 4.2970, 9, 624.88, 0.10, 90.00, 0.07, 0.00, 0.00, 0.00, 11:00:19, 112.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:53, 246, 68393.246, 2.00050, 4.2839, 608.06, 0.79, 0.98, 21.15, -17.06, 13.38, 5.4, 315.828, 13.73, 0.98, 0.00, 2256.65, 0.000, -16.39713, -68.10400, 4.2960, 9, 624.96, 0.10, 90.00, 0.03, 0.00, 0.00, 0.00, 11:00:20, 112.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:54, 216, 68394.216, 2.01667, 4.2840, 608.05, 0.72, 0.91, 21.29, -17.04, 13.39, 5.4, 315.749, 13.73, 0.91, 0.02, 2260.18, 0.000, -16.39714, -68.10400, 4.2950, 9, 625.04, 0.11, 62.47, -0.03, 0.00, 0.00, 0.00, 11:00:21, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:55, 216, 68395.216, 2.03334, 4.2838, 608.07, 0.70, 0.89, 21.21, -17.10, 13.39, 5.4, 315.723, 13.74, 0.89, 0.01, 2248.34, 0.000, -16.39714, -68.10400, 4.2950, 9, 625.04, 0.17, 37.50, -0.03, 0.00, 0.00, 0.00, 11:00:22, 115.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:56, 256, 68396.256, 2.05067, 4.2844, 608.02, 0.70, 0.89, 21.27, -17.07, 13.41, 5.4, 315.731, 13.74, 0.89, 0.03, 2254.90, 0.000, -16.39715, -68.10400, 4.2930, 9, 625.20, 0.26, 23.09, -0.10, 0.00, 0.00, 0.00, 11:00:23, 116.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:57, 236, 68397.236, 2.06700, 4.2840, 608.05, 0.73, 0.92, 21.40, -16.98, 13.42, 5.4, 315.761, 13.75, 0.92, 0.03, 2273.53, 0.000, -16.39714, -68.10400, 4.2930, 9, 625.20, 0.19, 0.00, -0.10, 0.00, 0.00, 0.00, 11:00:24, 115.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:58, 216, 68398.216, 2.08334, 4.2839, 608.06, 0.57, 0.76, 21.32, -17.14, 13.42, 5.4, 315.575, 13.76, 0.76, 0.01, 2238.88, 0.000, -16.39714, -68.10400, 4.2930, 9, 625.20, 0.19, 0.00, -0.14, 0.00, 0.00, 0.00, 11:00:25, 115.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 18:59:59, 256, 68399.256, 2.10067, 4.2842, 608.04, 0.53, 0.72, 21.41, -17.13, 13.42, 5.4, 315.532, 13.76, 0.72, 0.00, 2241.92, 0.000, -16.39714, -68.10400, 4.2930, 9, 625.20, 0.16, 0.00, -0.14, 0.00, 0.00, 0.00, 11:00:26, 114.6, 89.7, 0.02, 0.00000, 0.00000, 0.000
